season_code,gamecode_num,date,team_code,opponent_code,home_away,team_pts,team_fga,team_fgm,team_tpa,team_tpm,team_fta,team_ftm,team_to,team_usage,team_ts,team_efg,top3_usage_sum,usage_conc_top3,home_team_code,away_team_code,home_score,away_score,date_game,is_home,team_score,opp_score,margin,win_flag
E2025,123,2025-11-25T00:00:00+00:00,PAN,PAR,home,91.0,62.0,34.0,19.0,7.0,24.0,16.0,9.0,81.56,0.6270672546857773,0.6048387096774194,37.72,0.4624816086316822,PAN,PAR,91,69,2025-11-25T00:00:00+00:00,True,91,69,22,1
E2025,123,2025-11-25T00:00:00+00:00,PAR,PAN,away,69.0,62.0,25.0,24.0,4.0,16.0,15.0,7.0,76.03999999999999,0.4997103128621089,0.43548387096774194,37.08,0.4876380852183062,PAN,PAR,91,69,2025-11-25T00:00:00+00:00,False,69,91,-22,0
E2025,128,2025-11-26T00:00:00+00:00,OLY,RED,away,80.0,61.0,28.0,34.0,13.0,15.0,11.0,17.0,84.60000000000001,0.591715976331361,0.5655737704918032,48.52,0.5735224586288415,RED,OLY,91,80,2025-11-26T00:00:00+00:00,False,80,91,-11,0
E2025,128,2025-11-26T00:00:00+00:00,RED,OLY,home,91.0,66.0,32.0,35.0,15.0,15.0,12.0,11.0,83.6,0.6267217630853995,0.5984848484848485,42.4,0.507177033492823,RED,OLY,91,80,2025-11-26T00:00:00+00:00,True,91,80,11,1
E2025,139,2025-12-05T00:00:00+00:00,PAM,PAN,away,89.0,71.0,32.0,41.0,14.0,13.0,11.0,19.0,95.72,0.5800312825860271,0.5492957746478874,41.2,0.4304220643543669,PAN,PAM,79,89,2025-12-05T00:00:00+00:00,False,89,79,10,1
E2025,139,2025-12-05T00:00:00+00:00,PAN,PAM,home,79.0,62.0,27.0,27.0,8.0,22.0,17.0,15.0,86.68,0.5510602678571428,0.5,51.52,0.594370096908168,PAN,PAM,79,89,2025-12-05T00:00:00+00:00,True,79,89,-10,0
E2025,143,2025-12-11T00:00:00+00:00,MIL,PAN,home,96.0,54.0,29.0,33.0,17.0,28.0,21.0,11.0,77.32,0.7237635705669482,0.6944444444444444,37.96,0.4909467149508536,MIL,PAN,96,89,2025-12-11T00:00:00+00:00,True,96,89,7,1
E2025,143,2025-12-11T00:00:00+00:00,PAN,MIL,away,89.0,69.0,34.0,22.0,9.0,14.0,12.0,11.0,86.16,0.5920702501330495,0.5579710144927537,43.760000000000005,0.5078922934076138,MIL,PAN,96,89,2025-12-11T00:00:00+00:00,False,89,96,-7,0
E2025,148,2025-12-12T00:00:00+00:00,BAR,OLY,home,98.0,70.0,34.0,26.0,13.0,21.0,17.0,7.0,86.24,0.618374558303887,0.5785714285714286,45.839999999999996,0.5315398886827458,BAR,OLY,98,85,2025-12-12T00:00:00+00:00,True,98,85,13,1
E2025,148,2025-12-12T00:00:00+00:00,OLY,BAR,away,85.0,57.0,29.0,21.0,7.0,22.0,20.0,11.0,77.68,0.637372525494901,0.5701754385964912,43.72,0.5628218331616889,BAR,OLY,98,85,2025-12-12T00:00:00+00:00,False,85,98,-13,0
E2025,153,2025-12-16T00:00:00+00:00,PAN,ULK,away,81.0,65.0,26.0,21.0,7.0,25.0,22.0,11.0,87.0,0.5328947368421053,0.45384615384615384,46.599999999999994,0.5356321839080459,ULK,PAN,77,81,2025-12-16T00:00:00+00:00,False,81,77,4,1
E2025,153,2025-12-16T00:00:00+00:00,ULK,PAN,home,77.0,54.0,26.0,23.0,8.0,20.0,17.0,21.0,83.8,0.6130573248407644,0.5555555555555556,45.6,0.5441527446300717,ULK,PAN,77,81,2025-12-16T00:00:00+00:00,True,77,81,-4,0
